cabang,sku,n_months,nonzero_months,total_qty,qty_12m,qty_6m,has_may24,zero_ratio_train,n_train,last_nz,months_since_last_nz,alive_recent,eligible_model
16C,DPQR020KPBA,37,6,19.0,6.0,6.0,False,0.8378378378378378,37.0,2024-03-01,2,1,0
16C,DPQR020KPBB,28,2,3.0,2.0,2.0,False,0.9285714285714286,28.0,2024-03-01,2,1,0
16C,DPQR020KPBD,1,1,1.0,1.0,1.0,False,0.0,1.0,2021-10-01,31,0,0
16C,DQRS001KSBC,40,26,663.0,50.0,50.0,True,0.35,40.0,2024-05-01,0,1,1
16C,DQRS001KSCG,41,29,1891.0,318.0,318.0,True,0.2926829268292683,41.0,2024-05-01,0,1,1
16C,DQRS001KSCM,41,23,574.0,102.0,102.0,True,0.43902439024390244,41.0,2024-05-01,0,1,1
16C,DQRS001KSNA,40,20,359.0,54.0,54.0,False,0.5,40.0,2024-04-01,1,1,0
16C,DQRS001KWCG,41,25,623.0,89.0,89.0,True,0.3902439024390244,41.0,2024-05-01,0,1,1
16C,DQRS001KWNA,41,19,197.0,12.0,12.0,True,0.5365853658536586,41.0,2024-05-01,0,1,1
16C,DRST002KBA,7,1,24.0,24.0,0.0,False,0.0,1.0,2021-01-01,40,0,0
16C,DRST002KBB,7,1,24.0,24.0,0.0,False,0.0,1.0,2021-01-01,40,0,0
16C,DRST002KBC,1,1,24.0,24.0,24.0,False,0.0,1.0,2021-01-01,40,0,0
16C,DRST020KPBA,1,1,1.0,1.0,1.0,False,0.0,1.0,2024-02-01,3,1,0
16C,DSTU010M,16,16,37862.0,24002.0,15400.0,False,0.0,16.0,2022-04-01,25,0,0
16C,DSTU010MN,26,14,35515.0,15450.0,15450.0,True,0.46153846153846156,26.0,2024-05-01,0,1,0
16C,DTUV005K,40,24,649.0,50.0,50.0,True,0.4,40.0,2024-05-01,0,1,1
16C,DTUV025KP,23,9,45.0,7.0,2.0,False,0.6086956521739131,23.0,2022-12-01,17,0,0
16C,DUVW001K,39,17,335.0,48.0,48.0,False,0.5641025641025641,39.0,2024-03-01,2,1,0
16C,DUVW005K,21,6,45.0,43.0,43.0,False,0.7142857142857143,21.0,2022-11-01,18,0,0
16C,DVWX001K001,3,3,40.0,40.0,40.0,False,0.0,3.0,2024-03-01,2,1,0
16C,DVWX001K002,3,3,360.0,360.0,360.0,False,0.0,3.0,2024-03-01,2,1,0
16C,DVWX001K003,3,2,18.0,18.0,18.0,False,0.3333333333333333,3.0,2024-03-01,2,1,0
16C,DVWX001K006,1,1,6.0,6.0,6.0,False,0.0,1.0,2024-02-01,3,1,0
16C,DVWX001K007,2,2,30.0,30.0,30.0,False,0.0,2.0,2024-03-01,2,1,0
16C,DVWX001K009,5,5,84.0,84.0,84.0,True,0.0,5.0,2024-05-01,0,1,0
16C,DVWX001K010,1,1,49.0,49.0,49.0,False,0.0,1.0,2024-03-01,2,1,0
16C,DVWX001K019,1,1,6.0,6.0,6.0,False,0.0,1.0,2024-02-01,3,1,0
16C,DVWX001K021,1,1,6.0,6.0,6.0,False,0.0,1.0,2024-02-01,3,1,0
16C,DVWX001K024,1,1,12.0,12.0,12.0,False,0.0,1.0,2024-01-01,4,0,0
16C,DVWX001K025,1,1,6.0,6.0,6.0,False,0.0,1.0,2024-02-01,3,1,0
16C,DVWX001KBA,5,4,86.0,86.0,86.0,True,0.2,5.0,2024-05-01,0,1,0
16C,DVWX001KBB,5,3,94.0,94.0,94.0,True,0.4,5.0,2024-05-01,0,1,0
16C,DVWX001KBC,5,3,124.0,124.0,124.0,True,0.4,5.0,2024-05-01,0,1,0
16C,DVWX004K001,3,2,8.0,8.0,8.0,True,0.3333333333333333,3.0,2024-05-01,0,1,0
16C,DVWX004K002,5,4,324.0,324.0,324.0,True,0.2,5.0,2024-05-01,0,1,0
16C,DVWX004K003,1,1,4.0,4.0,4.0,True,0.0,1.0,2024-05-01,0,1,0
16C,DVWX004K004,5,3,16.0,16.0,16.0,True,0.4,5.0,2024-05-01,0,1,0
16C,DVWX004K006,1,1,8.0,8.0,8.0,True,0.0,1.0,2024-05-01,0,1,0
16C,DVWX004K007,5,4,24.0,24.0,24.0,True,0.2,5.0,2024-05-01,0,1,0
16C,DVWX004K009,5,5,184.0,184.0,184.0,True,0.0,5.0,2024-05-01,0,1,0
16C,DVWX004K010,5,4,52.0,52.0,52.0,True,0.2,5.0,2024-05-01,0,1,0
16C,DVWX004K011,1,1,4.0,4.0,4.0,False,0.0,1.0,2024-02-01,3,1,0
16C,DVWX004K017,4,3,20.0,20.0,20.0,True,0.25,4.0,2024-05-01,0,1,0
16C,DVWX004K019,3,2,6.0,6.0,6.0,False,0.3333333333333333,3.0,2024-04-01,1,1,0
16C,DVWX004K020,5,2,12.0,12.0,12.0,True,0.6,5.0,2024-05-01,0,1,0
16C,DVWX004K021,4,2,12.0,12.0,12.0,True,0.5,4.0,2024-05-01,0,1,0
16C,DVWX004K022,4,2,12.0,12.0,12.0,True,0.5,4.0,2024-05-01,0,1,0
16C,DVWX004K024,4,2,12.0,12.0,12.0,True,0.5,4.0,2024-05-01,0,1,0
16C,DVWX004K025,1,1,8.0,8.0,8.0,True,0.0,1.0,2024-05-01,0,1,0
16C,DVWX004KBA,3,2,108.0,108.0,108.0,True,0.3333333333333333,3.0,2024-05-01,0,1,0
16C,DVWX004KBB,4,3,210.0,210.0,210.0,True,0.25,4.0,2024-05-01,0,1,0
16C,DVWX004KBC,4,3,70.0,70.0,70.0,True,0.25,4.0,2024-05-01,0,1,0
16C,DVWX020KP002,5,4,92.0,92.0,92.0,True,0.2,5.0,2024-05-01,0,1,0
16C,DVWX020KP004,1,1,1.0,1.0,1.0,False,0.0,1.0,2024-04-01,1,1,0
16C,DVWX020KP006,1,1,1.0,1.0,1.0,False,0.0,1.0,2024-01-01,4,0,0
16C,DVWX020KP007,1,1,2.0,2.0,2.0,False,0.0,1.0,2024-04-01,1,1,0
16C,DVWX020KP009,5,4,46.0,46.0,46.0,True,0.2,5.0,2024-05-01,0,1,0
16C,DVWX020KP010,1,1,1.0,1.0,1.0,True,0.0,1.0,2024-05-01,0,1,0
16C,DVWX020KP011,4,2,2.0,2.0,2.0,True,0.5,4.0,2024-05-01,0,1,0
16C,DVWX020KP022,1,1,5.0,5.0,5.0,False,0.0,1.0,2024-01-01,4,0,0
16C,DVWX020KPBA,5,4,40.0,40.0,40.0,True,0.2,5.0,2024-05-01,0,1,0
16C,DVWX020KPBB,4,3,26.0,26.0,26.0,True,0.25,4.0,2024-05-01,0,1,0
16C,DVWX020KPBC,3,3,12.0,12.0,12.0,True,0.0,3.0,2024-05-01,0,1,0
16C,DVWX020KPBY,1,1,1.0,1.0,1.0,False,0.0,1.0,2024-03-01,2,1,0
16C,DWXY002K100,20,19,1557.0,812.0,126.0,False,0.05,20.0,2022-08-01,21,0,0
16C,DXYZ05,26,13,2425.0,1022.0,1022.0,True,0.5,26.0,2024-05-01,0,1,0
16C,DXYZ10,26,14,1111.0,591.0,591.0,True,0.46153846153846156,26.0,2024-05-01,0,1,0
16C,DYZA002K,3,2,8.0,8.0,8.0,False,0.3333333333333333,3.0,2021-08-01,33,0,0
16C,EJKL001K500,41,24,1838.0,234.0,234.0,True,0.4146341463414634,41.0,2024-05-01,0,1,1
16C,EJKL200C500,41,26,4128.0,1116.0,1116.0,True,0.36585365853658536,41.0,2024-05-01,0,1,1
16C,EKLM050C620,41,26,4128.0,1116.0,1116.0,True,0.36585365853658536,41.0,2024-05-01,0,1,1
16C,EKLM200C620,41,24,1838.0,234.0,234.0,True,0.4146341463414634,41.0,2024-05-01,0,1,1
16C,ELMN001K01,2,2,2.0,2.0,2.0,False,0.0,2.0,2022-07-01,22,0,0
16C,ELMN001K02,1,1,2.0,2.0,2.0,False,0.0,1.0,2022-06-01,23,0,0
16C,ELMN001K04,1,1,30.0,30.0,30.0,False,0.0,1.0,2021-10-01,31,0,0
16C,ELMN001K32,33,9,2400.0,20.0,20.0,False,0.7272727272727273,33.0,2024-01-01,4,0,0
16C,ELMN001K34,1,1,48.0,48.0,48.0,False,0.0,1.0,2022-04-01,25,0,0
16C,ENOP004K207SET,20,8,400.0,177.0,177.0,True,0.6,20.0,2024-05-01,0,1,0
16C,ENOP025K207SET,32,20,3316.0,768.0,768.0,True,0.375,32.0,2024-05-01,0,1,0
16C,EOPQ300C111BLC,5,5,1458.0,1458.0,1458.0,True,0.0,5.0,2024-05-01,0,1,0
16C,EOPQ300C111CLR,5,5,1956.0,1956.0,1956.0,True,0.0,5.0,2024-05-01,0,1,0
16C,EOPQ300C111WHT,5,5,1857.0,1857.0,1857.0,True,0.0,5.0,2024-05-01,0,1,0
16C,EPQR001KBA,39,6,82.0,12.0,12.0,False,0.8461538461538461,39.0,2024-03-01,2,1,0
16C,EPQR001KBB,39,6,80.0,24.0,24.0,False,0.8461538461538461,39.0,2024-03-01,2,1,0
16C,EPQR001KBC,41,8,98.0,14.0,14.0,True,0.8048780487804879,41.0,2024-05-01,0,1,0
16C,EPQR001KBY,39,3,50.0,12.0,12.0,False,0.9230769230769231,39.0,2024-03-01,2,1,0
16C,EPQR002KA2290,39,10,55.0,2.0,2.0,False,0.7435897435897436,39.0,2024-03-01,2,1,0
16C,EPQR002KA40140,12,3,8.0,8.0,4.0,False,0.75,12.0,2022-04-01,25,0,0
16C,EPQR002KA40351,19,5,22.0,18.0,16.0,False,0.7368421052631579,19.0,2022-08-01,21,0,0
16C,EPQR002KA40544,1,1,4.0,4.0,4.0,False,0.0,1.0,2021-01-01,40,0,0
16C,EPQR002KA44537,32,6,20.0,4.0,4.0,False,0.8125,32.0,2024-04-01,1,1,0
16C,EPQR002KA44541,1,1,4.0,4.0,4.0,False,0.0,1.0,2021-02-01,39,0,0
16C,EPQR002KA46137,7,2,8.0,8.0,4.0,False,0.7142857142857143,7.0,2021-08-01,33,0,0
16C,EPQR002KBA,41,26,974.0,156.0,156.0,True,0.36585365853658536,41.0,2024-05-01,0,1,1
16C,EPQR002KBB,41,26,561.0,80.0,80.0,True,0.36585365853658536,41.0,2024-05-01,0,1,1
16C,EPQR002KBC,41,21,557.0,43.0,43.0,True,0.4878048780487805,41.0,2024-05-01,0,1,1
16C,EPQR002KBY,41,6,57.0,11.0,11.0,True,0.8536585365853658,41.0,2024-05-01,0,1,0
16C,EPQR002KSW,20,11,54.0,30.0,20.0,False,0.45,20.0,2022-08-01,21,0,0
16C,EPQR020KPA2290,2,2,2.0,2.0,2.0,False,0.0,2.0,2021-04-01,37,0,0
16C,EPQR020KPA40140,1,1,4.0,4.0,4.0,False,0.0,1.0,2021-01-01,40,0,0
16C,EPQR020KPA40351,1,1,4.0,4.0,4.0,False,0.0,1.0,2021-01-01,40,0,0
16C,EPQR020KPA40544,1,1,4.0,4.0,4.0,False,0.0,1.0,2021-01-01,40,0,0
16C,EPQR020KPA44011,18,2,9.0,5.0,5.0,False,0.8888888888888888,18.0,2022-06-01,23,0,0
16C,EPQR020KPA44537,19,3,6.0,2.0,2.0,False,0.8421052631578947,19.0,2022-07-01,22,0,0
16C,EPQR020KPA44541,1,1,4.0,4.0,4.0,False,0.0,1.0,2021-01-01,40,0,0
16C,EPQR020KPA46137,1,1,4.0,4.0,4.0,False,0.0,1.0,2021-01-01,40,0,0
16C,EPQR020KPBA,41,24,206.0,15.0,15.0,True,0.4146341463414634,41.0,2024-05-01,0,1,1
16C,EPQR020KPBB,41,25,99.0,12.0,12.0,True,0.3902439024390244,41.0,2024-05-01,0,1,1
16C,EPQR020KPBC,41,23,89.0,8.0,8.0,True,0.43902439024390244,41.0,2024-05-01,0,1,1
16C,EPQR020KPBY,39,8,28.0,11.0,11.0,False,0.7948717948717948,39.0,2024-03-01,2,1,0
16C,EPQR020KPSW,24,6,19.0,6.0,6.0,False,0.75,24.0,2022-12-01,17,0,0
16C,EQRS002KA2290,19,7,27.0,15.0,7.0,False,0.631578947368421,19.0,2022-08-01,21,0,0
16C,EQRS002KA40140,1,1,2.0,2.0,2.0,False,0.0,1.0,2022-07-01,22,0,0
16C,EQRS002KA44537,12,2,6.0,6.0,2.0,False,0.8333333333333334,12.0,2022-07-01,22,0,0
16C,EQRS002KA46137,1,1,2.0,2.0,2.0,False,0.0,1.0,2022-07-01,22,0,0
16C,EQRS002KB12006,2,2,6.0,6.0,6.0,False,0.0,2.0,2022-05-01,24,0,0
16C,EQRS002KB13006,1,1,6.0,6.0,6.0,True,0.0,1.0,2024-05-01,0,1,0
16C,EQRS002KBA,41,28,807.0,137.0,137.0,True,0.3170731707317073,41.0,2024-05-01,0,1,1
16C,EQRS002KBB,41,27,394.0,47.0,47.0,True,0.34146341463414637,41.0,2024-05-01,0,1,1
16C,EQRS002KBC,41,24,328.0,66.0,66.0,True,0.4146341463414634,41.0,2024-05-01,0,1,1
16C,EQRS002KBD,41,20,355.0,46.0,46.0,True,0.5121951219512195,41.0,2024-05-01,0,1,1
16C,EQRS002KN17005,1,1,1.0,1.0,1.0,False,0.0,1.0,2024-01-01,4,0,0
16C,EQRS002KN18003,6,2,6.0,6.0,6.0,False,0.6666666666666666,6.0,2021-10-01,31,0,0
16C,EQRS002KN19005,2,2,5.0,5.0,5.0,False,0.0,2.0,2022-05-01,24,0,0
16C,EQRS002KN23001,1,1,1.0,1.0,1.0,False,0.0,1.0,2022-03-01,26,0,0
16C,EQRS002KN24001,1,1,3.0,3.0,3.0,True,0.0,1.0,2024-05-01,0,1,0
16C,EQRS002KN5005,1,1,3.0,3.0,3.0,True,0.0,1.0,2024-05-01,0,1,0
16C,EQRS002KN8005,1,1,1.0,1.0,1.0,False,0.0,1.0,2024-01-01,4,0,0
16C,EQRS002KPRON14006,1,1,1.0,1.0,1.0,False,0.0,1.0,2022-12-01,17,0,0
16C,EQRS002KPRON15001,1,1,1.0,1.0,1.0,False,0.0,1.0,2022-12-01,17,0,0
16C,EQRS002KPRON16002,1,1,1.0,1.0,1.0,False,0.0,1.0,2022-12-01,17,0,0
16C,EQRS002KPRON16005,1,1,1.0,1.0,1.0,False,0.0,1.0,2022-12-01,17,0,0
16C,EQRS002KPRON18003,1,1,1.0,1.0,1.0,False,0.0,1.0,2022-12-01,17,0,0
16C,EQRS002KR10006,2,2,6.0,6.0,6.0,False,0.0,2.0,2022-05-01,24,0,0
16C,EQRS002KR13006,1,1,1.0,1.0,1.0,False,0.0,1.0,2021-04-01,37,0,0
16C,EQRS002KSW,41,13,70.0,10.0,10.0,True,0.6829268292682927,41.0,2024-05-01,0,1,1
16C,EQRS020KPA2290,6,2,3.0,3.0,3.0,False,0.6666666666666666,6.0,2022-04-01,25,0,0
16C,EQRS020KPA40140,1,1,4.0,4.0,4.0,False,0.0,1.0,2021-01-01,40,0,0
16C,EQRS020KPA40351,1,1,6.0,6.0,6.0,False,0.0,1.0,2021-01-01,40,0,0
16C,EQRS020KPA40544,1,1,3.0,3.0,3.0,False,0.0,1.0,2021-01-01,40,0,0
16C,EQRS020KPA44011,1,1,4.0,4.0,4.0,False,0.0,1.0,2021-01-01,40,0,0
16C,EQRS020KPA44537,22,3,7.0,2.0,2.0,False,0.8636363636363636,22.0,2022-10-01,19,0,0
16C,EQRS020KPA44541,39,2,6.0,2.0,2.0,False,0.9487179487179487,39.0,2024-03-01,2,1,0
16C,EQRS020KPA46137,6,2,5.0,5.0,5.0,False,0.6666666666666666,6.0,2021-06-01,35,0,0
16C,EQRS020KPB13006,1,1,2.0,2.0,2.0,True,0.0,1.0,2024-05-01,0,1,0
16C,EQRS020KPBA,41,23,216.0,20.0,20.0,True,0.43902439024390244,41.0,2024-05-01,0,1,1
16C,EQRS020KPBB,41,20,90.0,11.0,11.0,True,0.5121951219512195,41.0,2024-05-01,0,1,1
16C,EQRS020KPBC,40,14,40.0,5.0,5.0,True,0.65,40.0,2024-05-01,0,1,1
16C,EQRS020KPBD,24,14,60.0,34.0,14.0,False,0.4166666666666667,24.0,2022-12-01,17,0,0
16C,EQRS020KPN18001,1,1,37.0,37.0,37.0,False,0.0,1.0,2022-03-01,26,0,0
16C,EQRS020KPN18003,1,1,1.0,1.0,1.0,False,0.0,1.0,2021-05-01,36,0,0
16C,EQRS020KPN18006,1,1,72.0,72.0,72.0,False,0.0,1.0,2024-02-01,3,1,0
16C,EQRS020KPN19002,4,3,10.0,10.0,10.0,False,0.25,4.0,2022-06-01,23,0,0
16C,EQRS020KPN19003,23,4,42.0,37.0,37.0,False,0.8260869565217391,23.0,2024-02-01,3,1,0
16C,EQRS020KPN20002,1,1,3.0,3.0,3.0,False,0.0,1.0,2022-10-01,19,0,0
16C,EQRS020KPN21002,3,3,30.0,30.0,30.0,False,0.0,3.0,2021-09-01,32,0,0
16C,EQRS020KPN23001,1,1,1.0,1.0,1.0,False,0.0,1.0,2022-03-01,26,0,0
16C,EQRS020KPN24003,1,1,2.0,2.0,2.0,True,0.0,1.0,2024-05-01,0,1,0
16C,EQRS020KPN24006,1,1,2.0,2.0,2.0,True,0.0,1.0,2024-05-01,0,1,0
16C,EQRS020KPN7005,2,2,3.0,3.0,3.0,False,0.0,2.0,2024-02-01,3,1,0
16C,EQRS020KPR13006,1,1,1.0,1.0,1.0,False,0.0,1.0,2021-04-01,37,0,0
16C,EQRS020KPSPB01,1,1,8.0,8.0,8.0,False,0.0,1.0,2022-03-01,26,0,0
16C,EQRS020KPSW,36,17,208.0,109.0,109.0,False,0.5277777777777778,36.0,2024-02-01,3,1,0
16C,ERST001KBA,39,7,125.0,12.0,12.0,False,0.8205128205128205,39.0,2024-03-01,2,1,0
16C,ERST001KBB,39,6,69.0,12.0,12.0,False,0.8461538461538461,39.0,2024-03-01,2,1,0
16C,ERST001KBC,39,7,123.0,12.0,12.0,False,0.8205128205128205,39.0,2024-03-01,2,1,0
16C,ERST001KBY,39,4,50.0,12.0,12.0,False,0.8974358974358975,39.0,2024-03-01,2,1,0
16C,ERST001KSW,1,1,10.0,10.0,10.0,False,0.0,1.0,2021-09-01,32,0,0
16C,ERST002KA2290,41,19,183.0,24.0,24.0,True,0.5365853658536586,41.0,2024-05-01,0,1,1
16C,ERST002KA40609,17,5,15.0,7.0,3.0,False,0.7058823529411765,17.0,2022-05-01,24,0,0
16C,ERST002KA44153,20,5,16.0,8.0,8.0,False,0.75,20.0,2022-09-01,20,0,0
16C,ERST002KA44171,18,7,26.0,14.0,10.0,False,0.6111111111111112,18.0,2022-07-01,22,0,0
16C,ERST002KA44520,18,8,42.0,26.0,10.0,False,0.5555555555555556,18.0,2022-07-01,22,0,0
16C,ERST002KA44521,9,2,8.0,8.0,4.0,False,0.7777777777777778,9.0,2022-02-01,27,0,0
16C,ERST002KA44534,1,1,4.0,4.0,4.0,False,0.0,1.0,2022-03-01,26,0,0
16C,ERST002KA44808,11,2,8.0,8.0,4.0,False,0.8181818181818182,11.0,2022-04-01,25,0,0
16C,ERST002KBA,41,28,2148.0,323.0,323.0,True,0.3170731707317073,41.0,2024-05-01,0,1,1
16C,ERST002KBB,41,25,587.0,86.0,86.0,True,0.3902439024390244,41.0,2024-05-01,0,1,1
16C,ERST002KBC,41,24,353.0,87.0,87.0,True,0.4146341463414634,41.0,2024-05-01,0,1,1
16C,ERST002KBY,39,5,29.0,13.0,13.0,True,0.8717948717948718,39.0,2024-05-01,0,1,0
16C,ERST002KN23002,1,1,2.0,2.0,2.0,False,0.0,1.0,2022-03-01,26,0,0
16C,ERST002KSW,39,17,115.0,8.0,8.0,True,0.5641025641025641,39.0,2024-05-01,0,1,1
16C,ERST020KPA2290,9,9,27.0,27.0,16.0,False,0.0,9.0,2021-09-01,32,0,0
16C,ERST020KPA40609,23,2,8.0,2.0,2.0,False,0.9130434782608695,23.0,2022-11-01,18,0,0
16C,ERST020KPA44153,24,4,12.0,6.0,6.0,False,0.8333333333333334,24.0,2022-12-01,17,0,0
16C,ERST020KPA44171,19,2,30.0,24.0,24.0,False,0.8947368421052632,19.0,2022-07-01,22,0,0
16C,ERST020KPA44520,39,2,8.0,2.0,2.0,False,0.9487179487179487,39.0,2024-03-01,2,1,0
16C,ERST020KPA44521,1,1,6.0,6.0,6.0,False,0.0,1.0,2021-01-01,40,0,0
16C,ERST020KPA44534,19,3,10.0,4.0,4.0,False,0.8421052631578947,19.0,2022-07-01,22,0,0
16C,ERST020KPA44808,4,3,8.0,8.0,8.0,False,0.25,4.0,2022-07-01,22,0,0
16C,ERST020KPBA,41,25,683.0,27.0,27.0,True,0.3902439024390244,41.0,2024-05-01,0,1,1
16C,ERST020KPBB,41,21,82.0,9.0,9.0,True,0.4878048780487805,41.0,2024-05-01,0,1,1
16C,ERST020KPBC,41,13,61.0,13.0,13.0,True,0.6829268292682927,41.0,2024-05-01,0,1,1
16C,ERST020KPBY,37,4,5.0,1.0,1.0,False,0.8918918918918919,37.0,2024-03-01,2,1,0
16C,ERST020KPN23002,1,1,3.0,3.0,3.0,False,0.0,1.0,2022-03-01,26,0,0
16C,ERST020KPN7004,2,1,2.0,2.0,2.0,False,0.0,1.0,2024-03-01,2,1,0
16C,ERST020KPSW,39,22,98.0,17.0,17.0,False,0.4358974358974359,39.0,2024-03-01,2,1,0
16C,ESTU002KBA,41,26,407.0,39.0,39.0,True,0.36585365853658536,41.0,2024-05-01,0,1,1
16C,ESTU002KBB,41,13,88.0,8.0,8.0,True,0.6829268292682927,41.0,2024-05-01,0,1,1
16C,ESTU002KBC,39,9,52.0,8.0,8.0,True,0.7692307692307693,39.0,2024-05-01,0,1,0
16C,ESTU002KBD,41,13,101.0,16.0,16.0,True,0.6829268292682927,41.0,2024-05-01,0,1,1
16C,ESTU002KN18003,1,1,5.0,5.0,5.0,False,0.0,1.0,2021-04-01,37,0,0
16C,ESTU002KN23001,1,1,3.0,3.0,3.0,False,0.0,1.0,2022-03-01,26,0,0
16C,ESTU002KSW,13,4,60.0,12.0,12.0,False,0.6923076923076923,13.0,2022-03-01,26,0,0
16C,ESTU020KPB01,1,1,2.0,2.0,2.0,False,0.0,1.0,2022-03-01,26,0,0
16C,ESTU020KPBA,41,20,129.0,12.0,12.0,True,0.5121951219512195,41.0,2024-05-01,0,1,1
16C,ESTU020KPBB,20,5,12.0,11.0,8.0,False,0.75,20.0,2022-10-01,19,0,0
16C,ESTU020KPBC,14,2,5.0,2.0,2.0,False,0.8571428571428571,14.0,2022-04-01,25,0,0
16C,ESTU020KPBD,16,2,2.0,1.0,1.0,False,0.875,16.0,2022-06-01,23,0,0
16C,ESTU020KPN23001,1,1,3.0,3.0,3.0,False,0.0,1.0,2022-03-01,26,0,0
16C,ESTU020KPSW,26,2,5.0,1.0,1.0,True,0.9230769230769231,26.0,2024-05-01,0,1,0
16C,ETUV001KCC,29,2,107.0,24.0,24.0,False,0.9310344827586207,29.0,2024-01-01,4,0,0
16C,ETUV500CCH,29,2,107.0,24.0,24.0,False,0.9310344827586207,29.0,2024-01-01,4,0,0
16C,EVWX001KBLU,23,16,1212.0,474.0,162.0,False,0.30434782608695654,23.0,2022-11-01,18,0,0
16C,EVWX001KCC,5,3,145.0,145.0,145.0,False,0.4,5.0,2022-01-01,28,0,0
16C,EVWX001KGRE,41,29,37523.0,5382.0,5382.0,True,0.2926829268292683,41.0,2024-05-01,0,1,1
16C,EVWX001KSB,41,29,12000.0,2604.0,2604.0,True,0.2926829268292683,41.0,2024-05-01,0,1,1
16C,EVWX001KSW,41,29,60249.0,9720.0,9720.0,True,0.2926829268292683,41.0,2024-05-01,0,1,1
16C,EVWX001KYEL,41,18,1236.0,60.0,60.0,True,0.5609756097560976,41.0,2024-05-01,0,1,1
16C,EVWX200CCH,5,3,145.0,145.0,145.0,False,0.4,5.0,2022-01-01,28,0,0
16C,EVWX200CHAR,41,41,151252.0,43606.0,19348.0,True,0.0,41.0,2024-05-01,0,1,1
16C,EVWX270CBLU,40,15,592.0,16.0,16.0,False,0.625,40.0,2024-04-01,1,1,0
16C,EVWX270CGRE,41,29,8000.0,1396.0,1396.0,True,0.2926829268292683,41.0,2024-05-01,0,1,1
16C,EVWX270CSB,41,29,1872.0,160.0,160.0,True,0.2926829268292683,41.0,2024-05-01,0,1,1
16C,EVWX270CSW,41,29,3840.0,356.0,356.0,True,0.2926829268292683,41.0,2024-05-01,0,1,1
16C,EVWX270CYEL,39,8,180.0,4.0,4.0,False,0.7948717948717948,39.0,2024-04-01,1,1,0
16C,EXYZ001K0035,1,1,6.0,6.0,6.0,False,0.0,1.0,2022-06-01,23,0,0
16C,EXYZ001K004,41,4,65.0,27.0,27.0,True,0.9024390243902439,41.0,2024-05-01,0,1,0
16C,EXYZ001K018,1,1,6.0,6.0,6.0,False,0.0,1.0,2024-03-01,2,1,0
16C,EXYZ001K020,40,9,82.0,3.0,3.0,True,0.775,40.0,2024-05-01,0,1,0
16C,EXYZ001K028,40,3,36.0,24.0,24.0,True,0.925,40.0,2024-05-01,0,1,0
16C,EXYZ001K033,38,10,206.0,8.0,8.0,True,0.7368421052631579,38.0,2024-05-01,0,1,0
16C,EXYZ001K10,38,3,32.0,6.0,6.0,False,0.9210526315789473,38.0,2024-02-01,3,1,0
16C,EXYZ001K102,1,1,6.0,6.0,6.0,False,0.0,1.0,2021-10-01,31,0,0
16C,EXYZ001K104,32,5,54.0,24.0,24.0,False,0.84375,32.0,2024-03-01,2,1,0
16C,EXYZ001K105,2,2,12.0,12.0,12.0,False,0.0,2.0,2021-08-01,33,0,0
16C,EXYZ001K106,31,2,30.0,24.0,24.0,False,0.9354838709677419,31.0,2024-03-01,2,1,0
16C,EXYZ001K109,41,28,4839.0,727.0,727.0,True,0.3170731707317073,41.0,2024-05-01,0,1,1
16C,EXYZ001K11,18,3,60.0,12.0,12.0,False,0.8333333333333334,18.0,2022-06-01,23,0,0
16C,EXYZ001K110,28,6,120.0,24.0,24.0,False,0.7857142857142857,28.0,2024-02-01,3,1,0
16C,EXYZ001K111,1,1,6.0,6.0,6.0,False,0.0,1.0,2021-02-01,39,0,0
16C,EXYZ001K112,1,1,30.0,30.0,30.0,False,0.0,1.0,2022-02-01,27,0,0
16C,EXYZ001K115,41,9,82.0,18.0,18.0,True,0.7804878048780488,41.0,2024-05-01,0,1,0
16C,EXYZ001K116,38,7,146.0,24.0,24.0,True,0.8108108108108109,37.0,2024-05-01,0,1,0
16C,EXYZ001K118,41,28,1883.0,307.0,307.0,True,0.3170731707317073,41.0,2024-05-01,0,1,1
16C,EXYZ001K121,41,12,118.0,12.0,12.0,True,0.7073170731707317,41.0,2024-05-01,0,1,0
16C,EXYZ001K122,41,14,130.0,48.0,48.0,True,0.6585365853658537,41.0,2024-05-01,0,1,1
16C,EXYZ001K123,41,25,450.0,52.0,52.0,True,0.3902439024390244,41.0,2024-05-01,0,1,1
16C,EXYZ001K124,15,3,42.0,18.0,18.0,False,0.8,15.0,2022-03-01,26,0,0
16C,EXYZ001K131,1,1,6.0,6.0,6.0,False,0.0,1.0,2021-11-01,30,0,0
16C,EXYZ001K133,32,4,44.0,6.0,6.0,False,0.875,32.0,2024-03-01,2,1,0
16C,EXYZ001K134,13,5,30.0,24.0,18.0,False,0.6153846153846154,13.0,2022-03-01,26,0,0
16C,EXYZ001K135,32,3,18.0,6.0,6.0,True,0.90625,32.0,2024-05-01,0,1,0
16C,EXYZ001K1407,22,5,72.0,18.0,18.0,False,0.7727272727272727,22.0,2022-10-01,19,0,0
16C,EXYZ001K15,41,6,74.0,6.0,6.0,True,0.8536585365853658,41.0,2024-05-01,0,1,0
16C,EXYZ001K162,1,1,6.0,6.0,6.0,False,0.0,1.0,2022-05-01,24,0,0
16C,EXYZ001K165,1,1,6.0,6.0,6.0,False,0.0,1.0,2022-12-01,17,0,0
16C,EXYZ001K2033,13,2,12.0,6.0,6.0,False,0.8461538461538461,13.0,2022-02-01,27,0,0
